,Nb,Ns,SOIL TYPE_I (HARD),SOIL TYPE_II(MEDIUM),SOIL TYPE_III(SOFT),Z,dy,Op
2124,6,3,0,0,1,0.18,0.0256,0
2125,6,3,0,0,1,0.2,0.0257,0
2126,6,3,0,0,1,0.22,0.0257,0
2127,6,3,0,0,1,0.24,0.0257,0
2128,6,3,0,0,1,0.26,0.0257,0
2129,6,3,0,0,1,0.28,0.0257,0
2130,6,3,0,0,1,0.3,0.0257,0
2131,6,3,0,0,1,0.36,0.0257,0
2132,6,3,0,0,1,0.4,0.0257,0
2133,6,3,0,0,1,0.45,0.0257,0
2134,6,3,0,0,1,0.5,0.0259,0
2135,6,4,1,0,0,0.02,0.0,0
2136,6,4,1,0,0,0.04,0.0,0
2137,6,4,1,0,0,0.06,0.0,0
2138,6,4,1,0,0,0.08,0.0,0
2139,6,4,1,0,0,0.1,0.0,0
2140,6,4,1,0,0,0.12,0.0,0
2141,6,4,1,0,0,0.1399999999999999,0.0,0
2142,6,4,1,0,0,0.16,0.0,0
2143,6,4,1,0,0,0.18,0.029,0
2144,6,4,1,0,0,0.2,0.0309,0
2145,6,4,1,0,0,0.22,0.0314,0
2146,6,4,1,0,0,0.24,0.0315,0
2147,6,4,1,0,0,0.26,0.0316,0
2148,6,4,1,0,0,0.28,0.0316,0
2149,6,4,1,0,0,0.3,0.0316,0
2150,6,4,1,0,0,0.36,0.0316,0
2151,6,4,1,0,0,0.4,0.0316,0
2152,6,4,1,0,0,0.45,0.0315,0
2153,6,4,1,0,0,0.5,0.0315,0
2154,6,4,1,0,0,0.55,0.0315,0
2155,6,4,1,0,0,0.6,0.0317,0
2156,6,4,1,0,0,0.65,0.0322,0
2157,6,4,1,0,0,0.7,0.0325,0
2158,6,4,1,0,0,0.75,0.0328,0
2159,6,4,1,0,0,0.8,0.033,0
2160,6,4,1,0,0,0.85,0.0332,0
2161,6,4,1,0,0,0.9,0.0333,0
2162,6,4,1,0,0,0.95,0.0335,0
2163,6,4,1,0,0,1.0,0.0336,0
2164,6,4,0,1,0,0.02,0.0,0
2165,6,4,0,1,0,0.04,0.0,0
2166,6,4,0,1,0,0.06,0.0,0
2167,6,4,0,1,0,0.08,0.0,0
2168,6,4,0,1,0,0.1,0.0,0
2169,6,4,0,1,0,0.12,0.0,0
2170,6,4,0,1,0,0.1399999999999999,0.0305,0
2171,6,4,0,1,0,0.16,0.0314,0
2172,6,4,0,1,0,0.18,0.0315,0
2173,6,4,0,1,0,0.2,0.0316,0
2174,6,4,0,1,0,0.22,0.0316,0
2175,6,4,0,1,0,0.24,0.0316,0
2176,6,4,0,1,0,0.26,0.0316,0
2177,6,4,0,1,0,0.28,0.0316,0
2178,6,4,0,1,0,0.3,0.0316,0
2179,6,4,0,1,0,0.36,0.0315,0
2180,6,4,0,1,0,0.4,0.0315,0
2181,6,4,0,1,0,0.45,0.0319,0
2182,6,4,0,1,0,0.5,0.0324,0
2183,6,4,0,1,0,0.55,0.0328,0
2184,6,4,0,1,0,0.6,0.0331,0
2185,6,4,0,1,0,0.65,0.0333,0
2186,6,4,0,1,0,0.7,0.0335,0
2187,6,4,0,1,0,0.75,0.0337,0
2188,6,4,0,1,0,0.8,0.0338,0
2189,6,4,0,1,0,0.85,0.0339,0
2190,6,4,0,0,1,0.02,0.0,0
2191,6,4,0,0,1,0.04,0.0,0
2192,6,4,0,0,1,0.06,0.0,0
2193,6,4,0,0,1,0.08,0.0,0
2194,6,4,0,0,1,0.1,0.0,0
2195,6,4,0,0,1,0.12,0.0309,0
2196,6,4,0,0,1,0.1399999999999999,0.0315,0
2197,6,4,0,0,1,0.16,0.0316,0
2198,6,4,0,0,1,0.18,0.0316,0
2199,6,4,0,0,1,0.2,0.0316,0
2200,6,4,0,0,1,0.22,0.0316,0
2201,6,4,0,0,1,0.24,0.0316,0
2202,6,4,0,0,1,0.26,0.0316,0
2203,6,4,0,0,1,0.28,0.0315,0
2204,6,4,0,0,1,0.3,0.0315,0
2205,6,4,0,0,1,0.36,0.0317,0
2206,6,4,0,0,1,0.4,0.0323,0
2207,6,4,0,0,1,0.45,0.0328,0
2208,6,4,0,0,1,0.5,0.0331,0
2209,6,4,0,0,1,0.55,0.0334,0
2210,6,4,0,0,1,0.6,0.0336,0
2211,6,4,0,0,1,0.65,0.0338,0
2212,6,4,0,0,1,0.7,0.0339,0
2213,6,5,1,0,0,0.02,0.0,0
2214,6,5,1,0,0,0.04,0.0,0
2215,6,5,1,0,0,0.06,0.0,0
2216,6,5,1,0,0,0.08,0.0,0
2217,6,5,1,0,0,0.1,0.0,0
2218,6,5,1,0,0,0.12,0.0,0
2219,6,5,1,0,0,0.1399999999999999,0.0,0
2220,6,5,1,0,0,0.16,0.0,0
2221,6,5,1,0,0,0.18,0.0346,0
2222,6,5,1,0,0,0.2,0.0369,0
2223,6,5,1,0,0,0.22,0.0375,0
2224,6,5,1,0,0,0.24,0.0377,0
2225,6,5,1,0,0,0.26,0.0378,0
2226,6,5,1,0,0,0.28,0.0378,0
2227,6,5,1,0,0,0.3,0.0378,0
2228,6,5,1,0,0,0.36,0.0377,0
2229,6,5,1,0,0,0.4,0.0377,0
2230,6,5,1,0,0,0.45,0.0376,0
2231,6,5,1,0,0,0.5,0.0378,0
2232,6,5,1,0,0,0.55,0.0384,0
2233,6,5,1,0,0,0.6,0.0389,0
2234,6,5,1,0,0,0.65,0.0392,0
2235,6,5,1,0,0,0.7,0.0395,0
2236,6,5,1,0,0,0.75,0.0398,0
2237,6,5,1,0,0,0.8,0.0399,0
2238,6,5,1,0,0,0.85,0.0401,0
2239,6,5,1,0,0,0.9,0.0402,0
2240,6,5,1,0,0,0.95,0.0403,0
2241,6,5,1,0,0,1.0,0.0404,0
2242,6,5,0,1,0,0.02,0.0,0
2243,6,5,0,1,0,0.04,0.0,0
2244,6,5,0,1,0,0.06,0.0,0
2245,6,5,0,1,0,0.08,0.0,0
2246,6,5,0,1,0,0.1,0.0,0
2247,6,5,0,1,0,0.12,0.0239,0
2248,6,5,0,1,0,0.1399999999999999,0.0363,0
2249,6,5,0,1,0,0.16,0.0375,0
2250,6,5,0,1,0,0.18,0.0377,0
2251,6,5,0,1,0,0.2,0.0378,0
2252,6,5,0,1,0,0.22,0.0378,0
2253,6,5,0,1,0,0.24,0.0378,0
2254,6,5,0,1,0,0.26,0.0378,0
2255,6,5,0,1,0,0.28,0.0377,0
2256,6,5,0,1,0,0.3,0.0377,0
2257,6,5,0,1,0,0.36,0.0377,0
2258,6,5,0,1,0,0.4,0.0383,0
2259,6,5,0,1,0,0.45,0.039,0
2260,6,5,0,1,0,0.5,0.0394,0
2261,6,5,0,1,0,0.55,0.0397,0
2262,6,5,0,1,0,0.6,0.04,0
2263,6,5,0,1,0,0.65,0.0402,0
2264,6,5,0,1,0,0.7,0.0404,0
2265,6,5,0,1,0,0.75,0.0405,0
2266,6,5,0,1,0,0.8,0.0406,0
2267,6,5,0,0,1,0.02,0.0,0
2268,6,5,0,0,1,0.04,0.0,0
2269,6,5,0,0,1,0.06,0.0,0
2270,6,5,0,0,1,0.08,0.0,0
2271,6,5,0,0,1,0.1,0.0,0
2272,6,5,0,0,1,0.12,0.037,0
2273,6,5,0,0,1,0.1399999999999999,0.0377,0
2274,6,5,0,0,1,0.16,0.0378,0
2275,6,5,0,0,1,0.18,0.0378,0
2276,6,5,0,0,1,0.2,0.0378,0
2277,6,5,0,0,1,0.22,0.0377,0
2278,6,5,0,0,1,0.24,0.0377,0
2279,6,5,0,0,1,0.26,0.0377,0
2280,6,5,0,0,1,0.28,0.0376,0
2281,6,5,0,0,1,0.3,0.0378,0
2282,6,5,0,0,1,0.36,0.0389,0
2283,6,5,0,0,1,0.4,0.0393,0
2284,6,5,0,0,1,0.45,0.0398,0
2285,6,5,0,0,1,0.5,0.0401,0
2286,6,5,0,0,1,0.55,0.0403,0
2287,6,5,0,0,1,0.6,0.0404,0
2288,6,5,0,0,1,0.65,0.0406,0
2289,6,6,1,0,0,0.02,0.0,0
2290,6,6,1,0,0,0.04,0.0,0
2291,6,6,1,0,0,0.06,0.0,0
2292,6,6,1,0,0,0.08,0.0,0
2293,6,6,1,0,0,0.1,0.0,0
2294,6,6,1,0,0,0.12,0.0,0
2295,6,6,1,0,0,0.1399999999999999,0.0,0
2296,6,6,1,0,0,0.16,0.0193,0
2297,6,6,1,0,0,0.18,0.0,0
2298,6,6,1,0,0,0.2,0.0429,0
2299,6,6,1,0,0,0.22,0.044,0
2300,6,6,1,0,0,0.24,0.0443,0
2301,6,6,1,0,0,0.26,0.0445,0
2302,6,6,1,0,0,0.28,0.0446,0
2303,6,6,1,0,0,0.3,0.0446,0
2304,6,6,1,0,0,0.36,0.0445,0
2305,6,6,1,0,0,0.4,0.0445,0
2306,6,6,1,0,0,0.45,0.0445,0
2307,6,6,1,0,0,0.5,0.0453,0
2308,6,6,1,0,0,0.55,0.046,0
2309,6,6,1,0,0,0.6,0.0464,0
2310,6,6,1,0,0,0.65,0.0468,0
2311,6,6,1,0,0,0.7,0.0471,0
2312,6,6,1,0,0,0.75,0.0473,0
2313,6,6,1,0,0,0.8,0.0475,0
2314,6,6,1,0,0,0.85,0.0476,0
2315,6,6,1,0,0,0.9,0.0477,0
2316,6,6,1,0,0,0.95,0.0478,0
2317,6,6,0,1,0,0.02,0.0,0
2318,6,6,0,1,0,0.04,0.0,0
2319,6,6,0,1,0,0.06,0.0,0
2320,6,6,0,1,0,0.08,0.0,0
2321,6,6,0,1,0,0.1,0.0,0
2322,6,6,0,1,0,0.12,0.0,0
2323,6,6,0,1,0,0.1399999999999999,0.0415,0
2324,6,6,0,1,0,0.16,0.0439,0
2325,6,6,0,1,0,0.18,0.0444,0
2326,6,6,0,1,0,0.2,0.0445,0
2327,6,6,0,1,0,0.22,0.0446,0
2328,6,6,0,1,0,0.24,0.0446,0
2329,6,6,0,1,0,0.26,0.0445,0
2330,6,6,0,1,0,0.28,0.0445,0
2331,6,6,0,1,0,0.3,0.0444,0
2332,6,6,0,1,0,0.36,0.0451,0
2333,6,6,0,1,0,0.4,0.0459,0
2334,6,6,0,1,0,0.45,0.0465,0
2335,6,6,0,1,0,0.5,0.047,0
2336,6,6,0,1,0,0.55,0.0473,0
2337,6,6,0,1,0,0.6,0.0475,0
2338,6,6,0,1,0,0.65,0.0477,0
2339,6,6,0,1,0,0.7,0.0478,0
2340,6,6,0,0,1,0.02,0.0,0
2341,6,6,0,0,1,0.04,0.0,0
2342,6,6,0,0,1,0.06,0.0,0
2343,6,6,0,0,1,0.08,0.0,0
2344,6,6,0,0,1,0.1,0.0,0
2345,6,6,0,0,1,0.12,0.0429,0
2346,6,6,0,0,1,0.1399999999999999,0.0442,0
2347,6,6,0,0,1,0.16,0.0445,0
2348,6,6,0,0,1,0.18,0.0446,0
2349,6,6,0,0,1,0.2,0.0446,0
2350,6,6,0,0,1,0.22,0.0445,0
2351,6,6,0,0,1,0.24,0.0444,0
2352,6,6,0,0,1,0.26,0.0444,0
2353,6,6,0,0,1,0.28,0.0448,0
2354,6,6,0,0,1,0.3,0.0453,0
2355,6,6,0,0,1,0.36,0.0464,0
2356,6,6,0,0,1,0.4,0.0469,0
2357,6,6,0,0,1,0.45,0.0473,0
2358,6,6,0,0,1,0.5,0.0476,0
2359,6,6,0,0,1,0.55,0.0478,0
